time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2020-02-21,6.8,3.0,9.8,0.0,,238.8,26.5,53.7,1021.9,
2020-02-22,9.7,8.2,11.9,0.0,,247.1,33.6,64.8,1017.8,
2020-02-23,9.5,6.1,12.5,6.5,,255.9,25.5,61.1,1017.4,
2020-02-24,8.3,5.4,10.7,5.9,,220.4,23.9,59.3,1010.5,
2020-02-25,4.8,2.5,7.3,1.8,,262.5,22.3,44.5,1000.4,
2020-02-26,3.5,1.3,6.6,0.0,,281.1,22.1,46.3,1003.1,
2020-02-27,3.2,1.1,5.9,4.4,,292.8,15.7,48.2,1003.4,
2020-02-28,5.3,0.7,10.2,4.8,,199.1,19.6,48.2,1005.7,
2020-02-29,7.3,4.4,10.2,6.9,,229.4,31.7,57.4,986.8,
2020-03-01,5.6,3.7,8.5,0.0,,232.6,24.7,48.2,989.1,
2020-03-02,4.8,2.0,8.0,3.1,,280.0,14.0,33.3,990.2,
2020-03-03,4.2,1.2,7.9,0.7,,256.5,15.3,35.2,1002.3,
2020-03-04,4.2,1.0,7.2,2.3,,180.3,10.1,22.2,1007.7,
2020-03-05,4.6,3.9,5.4,9.0,,24.7,21.5,42.6,995.1,
2020-03-06,4.3,1.5,8.0,0.2,,309.5,13.4,33.3,1004.5,
2020-03-07,6.4,1.1,10.8,0.0,,231.2,16.9,42.6,1014.9,
2020-03-08,8.9,5.7,11.3,2.2,,233.2,24.9,50.0,1006.0,
2020-03-09,7.0,4.0,9.9,6.2,,248.9,21.4,40.8,1010.5,
2020-03-10,11.7,9.5,14.5,4.7,,251.2,29.8,61.1,1004.8,
2020-03-11,10.1,7.6,12.8,1.8,,241.9,21.8,46.3,1009.1,
2020-03-12,6.6,3.5,9.2,0.1,,252.0,30.9,61.1,1009.7,
2020-03-13,6.4,3.9,9.5,0.0,,253.4,18.8,42.6,1017.1,
2020-03-14,8.4,5.4,11.9,3.3,,192.1,15.1,35.2,1013.5,
2020-03-15,8.4,5.4,10.4,2.8,,225.9,19.6,44.5,1008.4,
2020-03-16,6.2,2.2,10.8,0.0,,280.9,10.3,24.1,1020.8,
2020-03-17,8.3,4.2,12.2,0.0,,223.0,18.1,37.0,1026.7,
2020-03-18,10.3,8.2,12.8,0.0,,235.3,17.2,35.2,1024.6,
2020-03-19,6.5,4.9,7.9,0.1,,38.5,13.4,29.6,1025.8,
2020-03-20,5.3,3.6,7.7,0.8,,45.5,20.6,40.8,1028.3,
2020-03-21,5.3,2.2,8.8,0.0,,71.0,21.0,44.5,1026.7,
2020-03-22,4.8,1.2,8.6,0.0,,74.7,18.8,38.9,1027.1,
2020-03-23,5.2,1.1,10.0,0.0,,111.2,14.9,33.3,1027.3,
2020-03-24,6.4,1.6,12.3,0.0,,143.2,12.9,27.8,1025.9,
2020-03-25,6.1,1.4,12.0,0.0,,109.2,10.8,25.9,1024.9,
2020-03-26,5.3,0.4,11.1,0.0,,47.6,14.1,31.5,1023.8,
2020-03-27,5.9,1.2,11.5,0.0,,29.4,18.8,38.9,1024.1,
2020-03-28,5.8,3.0,9.8,0.0,,28.0,26.8,51.8,1028.6,
2020-03-29,5.5,3.0,8.0,0.0,,,,,1037.2,
2020-03-30,3.4,0.2,6.7,0.2,,8.3,16.9,37.0,1034.7,
2020-03-31,5.1,1.9,8.5,0.0,,42.3,15.9,31.5,1031.5,
2020-04-01,4.3,-0.5,8.4,0.0,,340.6,7.6,22.2,1024.3,
2020-04-02,6.9,2.8,10.9,0.1,,280.0,12.4,31.5,1016.2,
2020-04-03,7.3,4.2,10.5,0.0,,268.5,9.0,24.1,1017.4,
2020-04-04,8.4,3.7,13.7,0.0,,169.6,11.6,27.8,1020.1,
2020-04-05,12.3,6.5,19.0,0.0,,143.2,16.9,37.0,1014.6,
2020-04-06,12.6,8.6,16.1,0.9,,228.7,12.7,31.5,1016.7,
2020-04-07,11.1,5.1,17.3,0.0,,83.7,8.6,24.1,1028.8,
2020-04-08,13.6,8.4,20.2,0.0,,72.5,8.8,20.4,1024.9,
2020-04-09,14.0,8.8,20.7,0.0,,77.8,11.4,29.6,1024.8,
2020-04-10,14.0,8.9,20.7,0.0,,98.3,13.0,29.6,1024.7,
2020-04-11,15.6,9.4,22.9,0.0,,146.3,8.3,20.4,1022.3,
2020-04-12,15.5,9.7,21.8,0.1,,213.3,9.0,27.8,1015.2,
2020-04-13,8.2,3.5,11.2,0.0,,43.7,24.1,44.5,1024.7,
2020-04-14,6.1,2.2,11.0,0.0,,64.0,10.3,24.1,1028.6,
2020-04-15,8.9,3.3,15.3,0.0,,104.8,9.3,25.9,1023.4,
2020-04-16,11.8,5.3,19.2,0.0,,87.2,10.0,22.2,1016.4,
2020-04-17,10.1,7.3,14.4,2.2,,66.4,17.7,35.2,1016.6,
2020-04-18,9.3,6.5,13.6,7.0,,42.9,14.1,29.6,1017.1,
2020-04-19,10.3,5.9,15.9,0.0,,38.3,15.8,35.2,1019.9,
2020-04-20,10.5,6.2,15.5,0.0,,52.8,22.2,46.3,1017.6,
2020-04-21,11.6,7.5,16.4,0.0,,57.0,22.2,42.6,1016.9,
2020-04-22,12.9,7.6,19.4,0.0,,52.4,18.0,35.2,1019.5,
2020-04-23,13.9,7.4,22.0,0.0,,60.3,12.3,25.9,1019.7,
2020-04-24,13.3,7.6,20.4,0.0,,57.2,8.9,22.2,1016.3,
2020-04-25,11.0,6.9,16.2,0.0,,96.5,10.3,22.2,1015.2,
2020-04-26,11.7,5.3,18.7,0.0,,168.5,7.5,20.4,1012.3,
2020-04-27,12.3,7.3,17.2,0.0,,247.3,8.3,24.1,1007.6,
2020-04-28,8.3,6.6,10.4,14.9,,50.2,16.5,35.2,1004.5,
2020-04-29,9.3,6.4,12.1,2.4,,191.0,12.8,35.2,1002.0,
2020-04-30,8.9,6.5,10.8,6.8,,217.0,20.2,38.9,995.5,
2020-05-01,9.9,6.5,14.0,0.9,,255.0,18.8,40.8,999.3,
2020-05-02,10.0,5.7,14.0,0.0,,269.1,14.4,33.3,1009.8,
2020-05-03,11.1,6.8,15.7,0.0,,163.1,8.0,20.4,1016.4,
2020-05-04,11.0,7.6,14.9,0.0,,68.4,11.9,29.6,1019.2,
2020-05-05,9.1,6.0,13.0,0.0,,75.2,19.9,38.9,1021.2,
2020-05-06,9.7,4.0,15.7,0.0,,73.9,12.8,25.9,1025.5,
2020-05-07,13.1,5.9,19.9,0.0,,143.0,9.1,24.1,1023.0,
2020-05-08,16.1,9.6,21.7,0.0,,176.8,6.6,18.5,1018.1,
2020-05-09,16.8,10.5,22.8,0.0,,78.3,10.3,27.8,1012.8,
2020-05-10,12.2,6.1,17.7,0.0,,28.2,21.7,51.8,1010.1,
2020-05-11,7.1,4.1,10.0,0.0,,28.5,27.9,53.7,1019.6,
2020-05-12,7.7,2.1,12.2,0.0,,324.1,8.5,24.1,1021.2,
2020-05-13,7.6,4.7,10.8,0.0,,11.5,16.1,38.9,1017.4,
2020-05-14,6.9,2.1,11.0,0.0,,31.5,14.5,31.5,1023.0,
2020-05-15,10.0,2.9,15.9,0.0,,333.2,7.9,24.1,1023.9,
2020-05-16,10.6,6.0,14.6,0.0,,297.9,9.3,25.9,1024.4,
2020-05-17,12.5,7.0,17.4,0.0,,259.4,9.8,29.6,1023.8,
2020-05-18,14.9,8.7,21.1,0.0,,257.0,14.9,35.2,1023.5,
2020-05-19,16.6,10.4,22.8,0.0,,269.1,11.1,25.9,1023.1,
2020-05-20,18.6,11.8,24.8,0.0,,221.4,9.4,27.8,1021.6,
2020-05-21,19.3,13.5,25.0,0.0,,207.7,9.3,24.1,1019.2,
2020-05-22,16.9,12.3,19.9,0.0,,224.1,21.7,51.8,1015.2,
2020-05-23,13.2,9.2,17.2,0.0,,250.2,25.5,59.3,1021.9,
2020-05-24,14.2,8.7,19.3,0.0,,277.5,17.9,37.0,1029.6,
2020-05-25,16.8,9.5,23.6,0.0,,273.3,8.1,24.1,1034.4,
2020-05-26,17.4,10.9,23.4,0.0,,302.5,8.2,24.1,1035.4,
2020-05-27,17.9,12.6,23.2,0.0,,74.0,7.9,25.9,1035.4,
2020-05-28,15.1,10.6,20.1,0.0,,83.7,13.2,31.5,1034.3,
2020-05-29,15.1,8.9,21.6,0.0,,82.8,13.3,29.6,1028.3,
2020-05-30,15.8,8.5,22.9,0.0,,70.1,14.1,33.3,1023.7,
2020-05-31,16.8,10.5,23.4,0.0,,71.2,16.2,37.0,1022.8,
2020-06-01,16.8,10.4,23.2,0.0,,53.4,14.6,29.6,1022.9,
2020-06-02,16.7,10.6,22.8,0.0,,6.0,11.8,25.9,1019.4,
2020-06-03,14.4,11.7,16.9,2.9,,34.8,11.5,29.6,1009.1,
2020-06-04,11.6,9.4,14.3,2.1,,328.6,17.3,33.3,1003.7,
2020-06-05,11.3,8.4,13.7,3.6,,285.2,20.2,46.3,997.1,
2020-06-06,9.6,5.4,12.3,3.2,,265.1,22.5,51.8,999.1,
2020-06-07,11.6,7.2,15.7,1.7,,307.2,12.4,27.8,1008.3,
2020-06-08,11.2,8.3,14.1,0.1,,6.0,13.8,29.6,1018.5,
2020-06-09,12.0,8.1,15.9,0.0,,70.1,6.2,18.5,1020.4,
2020-06-10,12.0,10.7,13.4,6.7,,172.4,8.7,22.2,1015.6,
2020-06-11,13.1,10.1,16.6,2.6,,56.4,17.0,37.0,1011.8,
2020-06-12,15.1,11.5,18.5,3.2,,71.1,17.8,38.9,1006.1,
2020-06-13,16.9,13.2,20.9,0.0,,111.3,14.1,37.0,1008.5,
2020-06-14,16.7,12.5,20.5,0.0,,160.7,10.7,27.8,1013.9,
2020-06-15,16.6,11.3,21.5,0.0,,222.6,8.6,22.2,1016.2,
2020-06-16,16.5,12.8,20.2,0.0,,187.2,8.9,22.2,1014.4,
2020-06-17,16.2,12.1,20.1,4.3,,130.6,7.2,22.2,1012.7,
2020-06-18,15.0,13.2,17.5,12.4,,264.5,10.2,27.8,1010.2,
2020-06-19,14.6,12.7,17.1,2.9,,212.1,15.7,37.0,1013.8,
2020-06-20,15.4,11.2,19.5,0.0,,207.0,12.8,29.6,1019.2,
2020-06-21,16.2,13.0,19.9,1.3,,223.2,17.3,38.9,1017.0,
2020-06-22,15.1,8.4,20.9,0.0,,227.0,13.6,31.5,1024.4,
2020-06-23,19.1,11.7,25.8,0.0,,169.0,11.4,27.8,1023.8,
2020-06-24,22.3,15.6,29.5,0.0,,99.5,14.7,35.2,1020.5,
2020-06-25,23.2,16.7,30.0,0.0,,92.0,15.2,35.2,1016.0,
2020-06-26,20.9,16.8,25.9,0.0,,207.4,12.7,35.2,1009.3,
2020-06-27,16.4,14.1,19.0,6.2,,203.8,19.7,51.8,1005.5,
2020-06-28,15.1,11.3,18.6,0.0,,237.5,24.3,53.7,1009.3,
2020-06-29,14.5,10.6,18.1,0.0,,244.9,25.0,55.5,1009.6,
2020-06-30,14.7,10.9,17.7,1.3,,239.5,16.8,33.3,1007.3,
2020-07-01,16.7,13.8,19.7,0.7,,243.0,17.7,37.0,1005.4,
2020-07-02,15.4,10.8,19.2,0.8,,260.6,14.1,31.5,1010.7,
2020-07-03,15.0,10.5,19.2,1.9,,247.3,21.2,50.0,1015.5,
2020-07-04,17.3,14.8,19.9,1.8,,235.0,26.1,50.0,1011.1,
2020-07-05,17.4,12.6,19.8,0.0,,254.7,29.1,51.8,1010.7,
2020-07-06,14.4,9.3,18.8,0.0,,288.1,20.5,40.8,1018.3,
2020-07-07,14.3,9.3,18.4,3.0,,262.1,12.3,33.3,1020.2,
2020-07-08,15.6,13.6,17.7,15.7,,253.7,13.3,25.9,1014.7,
2020-07-09,16.4,14.3,18.6,7.9,,252.4,16.7,35.2,1012.1,
2020-07-10,14.3,11.7,17.1,1.8,,324.7,17.1,35.2,1017.1,
2020-07-11,13.6,8.1,18.3,0.0,,325.1,11.9,27.8,1026.2,
2020-07-12,15.8,9.3,21.5,0.0,,284.4,6.4,20.4,1028.3,
2020-07-13,16.8,10.4,22.7,3.7,,242.3,12.8,33.3,1023.4,
2020-07-14,16.0,13.8,18.6,1.5,,311.3,11.3,27.8,1016.6,
2020-07-15,14.7,11.0,17.5,0.8,,295.6,10.3,24.1,1015.9,
2020-07-16,17.0,13.3,21.1,0.0,,302.8,13.4,29.6,1019.4,
2020-07-17,19.9,14.9,25.3,0.0,,274.6,10.5,29.6,1020.5,
2020-07-18,18.0,12.6,23.2,0.0,,267.7,13.2,31.5,1018.5,
2020-07-19,16.1,13.6,18.6,2.6,,340.9,9.9,24.1,1017.7,
2020-07-20,15.1,9.9,20.3,0.0,,353.8,11.2,25.9,1022.9,
2020-07-21,14.8,9.3,19.6,0.0,,0.5,8.6,22.2,1026.0,
2020-07-22,17.3,11.4,22.8,0.0,,209.5,10.3,29.6,1023.6,
2020-07-23,17.2,11.4,22.5,0.0,,241.1,14.6,35.2,1016.4,
2020-07-24,18.3,13.9,23.0,0.2,,257.9,14.0,31.5,1012.4,
2020-07-25,17.6,15.4,19.9,8.8,,222.1,17.8,38.9,1007.8,
2020-07-26,16.6,12.2,20.6,0.0,,247.7,18.5,42.6,1009.8,
2020-07-27,17.1,14.4,19.8,3.1,,208.4,19.4,48.2,1007.9,
2020-07-28,15.6,11.4,19.2,0.0,,277.5,17.7,40.8,1013.6,
2020-07-29,15.3,8.6,20.8,0.0,,256.7,10.5,27.8,1020.1,
2020-07-30,19.4,12.6,26.2,0.0,,183.5,9.6,25.9,1018.5,
2020-07-31,23.7,15.9,32.1,0.0,,147.2,15.1,37.0,1012.3,
2020-08-01,19.5,15.4,23.7,0.0,,261.9,15.5,33.3,1014.8,
2020-08-02,16.6,11.3,21.5,0.0,,273.6,14.3,33.3,1016.2,
2020-08-03,16.0,12.1,20.0,0.0,,332.1,12.3,31.5,1015.6,
2020-08-04,16.1,10.6,21.0,0.0,,243.6,12.5,37.0,1016.0,
2020-08-05,18.6,14.3,23.2,0.0,,213.6,19.2,42.6,1012.9,
2020-08-06,20.8,16.5,26.1,0.0,,203.1,12.2,25.9,1016.8,
2020-08-07,24.4,15.9,33.2,0.0,,132.0,8.6,25.9,1018.2,
2020-08-08,25.0,19.2,31.9,0.0,,41.4,12.7,31.5,1018.9,
2020-08-09,23.6,17.3,31.4,0.0,,53.8,16.6,35.2,1017.7,
2020-08-10,24.6,19.1,31.6,0.0,,76.6,14.7,35.2,1014.2,
2020-08-11,25.2,19.4,31.9,0.0,,97.2,9.0,25.9,1014.6,
2020-08-12,25.5,19.7,32.2,0.0,,86.1,10.1,29.6,1013.4,
2020-08-13,21.7,18.6,25.5,7.9,,27.7,11.5,29.6,1012.4,
2020-08-14,19.0,16.9,21.9,9.4,,352.6,11.9,24.1,1013.0,
2020-08-15,18.9,16.7,22.1,7.7,,27.1,10.9,24.1,1014.5,
2020-08-16,19.5,16.9,23.1,4.3,,122.2,8.3,20.4,1011.0,
2020-08-17,17.4,14.8,20.1,1.4,,218.1,9.6,24.1,1008.2,
2020-08-18,17.5,14.7,20.9,1.5,,216.7,13.4,29.6,1008.9,
2020-08-19,17.8,15.5,19.6,12.5,,161.0,14.4,37.0,1004.0,
2020-08-20,19.3,16.1,22.7,3.1,,200.8,15.7,35.2,1002.5,
2020-08-21,19.1,16.5,22.0,0.0,,208.8,28.0,63.0,1003.2,
2020-08-22,17.3,14.6,20.5,0.0,,236.8,23.6,48.2,1011.3,
2020-08-23,16.2,12.8,19.9,0.0,,260.5,18.8,33.3,1015.7,
2020-08-24,15.4,11.3,19.2,0.1,,249.8,13.4,27.8,1015.5,
2020-08-25,17.0,15.6,20.0,12.2,,206.2,28.6,68.5,1002.8,
2020-08-26,16.9,13.9,20.4,0.0,,272.4,27.9,63.0,1010.6,
2020-08-27,14.4,11.8,17.0,8.5,,219.3,9.3,24.1,1012.2,
2020-08-28,13.3,11.8,15.4,13.5,,291.9,11.6,42.6,1001.1,
2020-08-29,12.0,10.7,14.4,7.1,,337.5,26.5,48.2,1007.8,
2020-08-30,12.5,10.2,15.5,1.7,,353.2,20.9,42.6,1016.9,
2020-08-31,12.3,8.6,16.2,0.0,,354.9,7.2,18.5,1022.0,
2020-09-01,13.3,9.0,17.5,0.0,,61.3,5.5,16.7,1021.1,
2020-09-02,14.4,10.6,18.4,2.5,,199.6,10.0,27.8,1019.2,
2020-09-03,17.2,14.6,19.9,1.4,,236.0,20.2,40.8,1015.8,
2020-09-04,14.5,11.1,18.0,0.0,,259.3,14.2,33.3,1020.7,
2020-09-05,13.0,9.5,16.3,0.0,,281.4,13.2,31.5,1021.1,
2020-09-06,13.0,8.2,17.7,0.0,,261.4,9.3,24.1,1020.9,
2020-09-07,14.1,9.7,17.8,0.0,,252.4,12.0,31.5,1023.1,
2020-09-08,17.7,13.9,22.1,0.0,,253.9,14.4,29.6,1024.4,
2020-09-09,16.9,13.2,20.6,0.0,,287.3,13.2,27.8,1023.3,
2020-09-10,13.3,9.0,17.9,0.0,,332.3,8.4,20.4,1023.4,
2020-09-11,13.7,9.0,18.7,0.0,,225.5,11.0,33.3,1017.2,
2020-09-12,14.8,10.8,19.3,0.0,,241.6,13.0,29.6,1019.2,
2020-09-13,16.9,12.4,22.5,0.0,,218.1,13.2,31.5,1023.3,
2020-09-14,18.9,12.2,26.4,0.0,,125.8,8.8,24.1,1021.9,
2020-09-15,21.1,15.8,27.7,0.0,,11.1,9.7,25.9,1018.3,
2020-09-16,19.5,15.4,24.0,0.0,,22.4,13.9,31.5,1023.2,
2020-09-17,15.3,12.1,19.7,0.0,,51.4,16.4,33.3,1028.5,
2020-09-18,14.9,10.7,19.7,0.0,,52.2,17.7,37.0,1023.1,
2020-09-19,16.8,13.0,21.7,0.0,,46.6,19.6,38.9,1017.6,
2020-09-20,17.2,13.7,22.5,0.0,,36.5,16.7,33.3,1018.4,
2020-09-21,16.2,11.1,22.5,0.0,,352.9,8.5,22.2,1017.7,
2020-09-22,17.5,13.4,22.7,0.0,,227.6,11.6,37.0,1010.0,
2020-09-23,15.1,11.1,17.1,8.2,,221.9,15.1,31.5,1000.9,
2020-09-24,10.9,8.2,14.2,3.3,,216.3,15.4,38.9,996.7,
2020-09-25,9.4,7.4,12.1,2.7,,314.9,25.9,64.8,1000.9,
2020-09-26,8.5,5.9,10.3,1.3,,317.0,26.9,51.8,1010.5,
2020-09-27,10.9,8.8,13.3,0.1,,329.4,26.2,48.2,1011.6,
2020-09-28,12.1,8.8,16.2,0.1,,299.5,13.7,29.6,1013.4,
2020-09-29,13.9,11.8,16.5,1.0,,270.3,8.9,24.1,1015.1,
2020-09-30,13.4,10.2,16.3,8.7,,188.6,14.5,37.0,1008.3,
2020-10-01,11.6,9.9,13.6,2.4,,238.2,11.8,29.6,998.0,
2020-10-02,11.5,10.3,12.2,31.7,,68.5,19.8,40.8,988.7,
2020-10-03,12.6,11.1,13.5,32.2,,129.8,14.1,38.9,986.2,
2020-10-04,9.7,9.1,10.8,25.3,,223.8,19.8,42.6,982.0,
2020-10-05,11.4,8.4,14.5,0.9,,260.3,17.4,37.0,994.2,
2020-10-06,12.1,10.5,14.3,2.5,,253.1,20.4,46.3,998.0,
2020-10-07,11.6,9.5,14.4,1.7,,259.3,17.4,40.8,1012.0,
2020-10-08,13.8,9.2,16.2,7.4,,254.4,18.9,46.3,1011.5,
2020-10-09,8.7,6.1,12.3,1.4,,259.2,10.8,35.2,1018.7,
2020-10-10,8.0,4.6,11.6,1.3,,277.7,16.0,40.8,1022.0,
2020-10-11,8.8,6.7,12.0,0.0,,318.5,13.5,33.3,1024.8,
2020-10-12,8.4,5.7,10.8,3.7,,224.1,7.9,22.2,1020.0,
2020-10-13,7.8,6.0,8.9,3.3,,337.0,13.5,29.6,1010.6,
2020-10-14,9.4,7.9,11.9,1.1,,28.1,16.6,35.2,1020.1,
2020-10-15,8.4,6.7,11.1,0.0,,6.7,15.5,37.0,1024.5,
2020-10-16,8.3,5.7,11.6,0.0,,14.7,9.9,24.1,1024.9,
2020-10-17,9.0,7.7,11.4,0.0,,351.6,7.9,18.5,1022.8,
2020-10-18,8.8,6.3,11.9,0.0,,290.6,6.1,16.7,1023.9,
2020-10-19,10.3,7.7,13.2,0.0,,159.0,12.5,33.3,1016.2,
2020-10-20,13.8,11.2,16.4,2.1,,176.4,17.1,37.0,1002.2,
2020-10-21,13.7,12.7,14.4,20.9,,186.9,14.4,35.2,997.2,
2020-10-22,12.5,10.2,15.2,0.0,,228.7,16.6,37.0,1008.0,
2020-10-23,11.4,8.3,14.0,0.0,,218.7,12.7,33.3,1008.7,
2020-10-24,11.7,7.4,14.9,8.7,,200.2,21.1,51.8,1003.1,
2020-10-25,10.0,8.2,12.4,1.8,,214.3,17.0,37.0,996.3,
2020-10-26,8.6,6.5,11.8,0.0,,232.6,14.4,37.0,997.4,
2020-10-27,8.8,6.4,11.6,5.5,,212.7,16.1,35.2,998.3,
2020-10-28,8.9,7.7,11.2,1.1,,233.7,19.8,44.5,1002.7,
2020-10-29,10.6,7.4,13.8,7.3,,229.3,20.1,40.8,1011.9,
2020-10-30,14.4,13.5,15.6,0.6,,224.1,22.3,46.3,1016.2,
2020-10-31,12.3,9.7,13.8,4.5,,204.7,20.1,48.2,1012.1,
2020-11-01,13.8,9.7,16.6,4.5,,209.6,26.5,61.1,1003.6,
2020-11-02,13.2,7.1,16.7,3.8,,238.0,31.4,66.7,1005.4,
2020-11-03,6.8,3.7,9.3,2.3,,241.8,17.1,46.3,1019.0,
2020-11-04,4.8,1.5,9.4,0.0,,290.3,6.6,20.4,1033.3,
2020-11-05,5.0,2.1,8.7,0.0,,267.3,4.8,14.8,1038.4,
2020-11-06,6.7,3.9,10.3,0.0,,85.3,10.7,29.6,1029.7,
2020-11-07,9.8,6.3,14.0,0.0,,100.6,9.3,20.4,1020.4,
2020-11-08,11.8,10.1,13.7,1.4,,131.4,7.4,18.5,1018.6,
2020-11-09,12.5,11.5,14.0,1.5,,140.0,9.1,22.2,1019.6,
2020-11-10,11.1,9.1,13.1,1.6,,183.8,8.3,20.4,1023.3,
2020-11-11,10.5,8.7,12.3,1.1,,172.1,15.0,37.0,1018.3,
2020-11-12,10.1,8.8,11.9,3.3,,219.8,16.6,40.8,1013.2,
2020-11-13,10.2,8.2,12.1,1.3,,207.0,12.7,29.6,1012.1,
2020-11-14,11.7,8.5,13.1,9.4,,180.6,20.1,42.6,1007.3,
2020-11-15,10.8,7.9,13.0,20.3,,213.4,23.4,46.3,996.7,
2020-11-16,9.7,8.2,11.6,0.9,,244.0,21.6,38.9,1012.1,
2020-11-17,12.1,11.2,13.6,0.0,,222.8,19.9,38.9,1020.2,
2020-11-18,11.2,7.7,13.8,0.5,,210.5,20.5,40.8,1016.4,
2020-11-19,6.3,3.0,7.9,1.4,,287.3,19.3,46.3,1025.8,
2020-11-20,5.5,1.5,9.4,0.5,,216.8,12.1,29.6,1032.8,
2020-11-21,10.2,8.7,11.7,0.0,,232.6,19.3,40.8,1026.7,
2020-11-22,8.4,4.7,10.7,0.4,,266.7,9.0,27.8,1026.4,
2020-11-23,5.9,2.8,8.9,0.0,,206.2,8.1,22.2,1026.8,
2020-11-24,9.1,7.7,10.5,0.0,,186.4,14.4,29.6,1017.2,
2020-11-25,9.0,5.9,11.3,1.2,,213.0,11.1,24.1,1012.9,
2020-11-26,4.6,3.3,6.8,0.0,,15.2,7.2,16.7,1021.1,
2020-11-27,3.6,1.7,5.5,0.0,,45.2,10.0,20.4,1019.2,
2020-11-28,7.6,5.8,9.9,0.0,,79.4,10.4,22.2,1018.4,
2020-11-29,6.1,5.2,7.7,0.0,,25.3,7.3,18.5,1026.2,
2020-11-30,6.7,5.6,8.1,0.6,,264.0,14.8,35.2,1024.1,
2020-12-01,4.1,2.8,5.8,0.0,,327.3,15.7,31.5,1025.4,
2020-12-02,3.4,1.2,5.5,0.5,,270.1,8.6,20.4,1018.2,
2020-12-03,4.3,2.8,5.7,11.0,,192.4,10.3,27.8,990.3,
2020-12-04,3.5,2.4,4.2,4.0,,260.3,17.3,35.2,977.3,
2020-12-05,3.6,1.8,5.4,0.0,,106.6,13.8,27.8,991.5,
2020-12-06,2.1,1.3,3.7,0.0,,13.5,11.0,25.9,1001.8,
2020-12-07,1.2,0.2,2.5,0.7,,25.1,6.5,16.7,999.3,
2020-12-08,1.3,-0.1,2.7,0.1,,270.9,6.1,18.5,1003.6,
2020-12-09,3.8,2.7,5.0,3.6,,231.1,11.2,25.9,1006.0,
2020-12-10,5.9,4.7,7.4,1.2,,137.3,14.7,27.8,999.4,
2020-12-11,7.7,6.4,8.9,6.9,,211.1,9.6,27.8,987.3,
2020-12-12,6.0,3.4,7.4,1.1,,286.7,13.3,33.3,999.1,
2020-12-13,5.8,1.9,10.1,8.0,,180.1,16.1,37.0,1002.5,
2020-12-14,9.7,7.7,10.8,5.1,,201.5,18.3,37.0,999.2,
2020-12-15,7.8,6.9,9.4,0.1,,191.7,12.7,27.8,1005.8,
2020-12-16,8.0,6.8,8.9,3.5,,167.6,16.8,37.0,1007.4,
2020-12-17,7.6,5.5,9.6,0.0,,209.5,14.4,33.3,1013.9,
2020-12-18,10.4,9.1,11.0,0.6,,187.2,23.6,42.6,1010.8,
2020-12-19,9.3,7.6,10.2,4.9,,194.1,20.2,38.9,1005.4,
2020-12-20,7.2,5.7,8.9,0.0,,215.4,16.3,37.0,1012.5,
2020-12-21,10.3,6.1,12.8,12.1,,198.4,20.5,42.6,1007.1,
2020-12-22,10.0,8.3,12.4,5.5,,232.2,13.2,46.3,1010.9,
2020-12-23,9.6,7.5,10.6,19.2,,188.3,10.8,29.6,1005.2,
2020-12-24,3.9,1.9,6.9,3.3,,339.1,24.4,42.6,1020.4,
2020-12-25,0.9,-0.4,2.3,0.0,,305.3,15.1,38.9,1030.5,
2020-12-26,5.8,1.0,9.3,0.0,,232.6,23.2,64.8,1016.2,
2020-12-27,5.7,1.9,9.0,10.4,,234.4,23.4,70.4,977.5,
2020-12-28,1.6,-0.2,2.8,0.0,,68.3,9.1,25.9,974.4,
2020-12-29,1.3,0.1,2.0,0.2,,310.3,11.4,24.1,989.8,
2020-12-30,1.2,0.1,3.2,0.0,,287.2,9.3,22.2,1002.5,
2020-12-31,-0.7,-2.4,1.2,0.0,,322.2,8.5,22.2,1005.6,
2021-01-01,-0.3,-2.4,2.2,0.5,,304.7,9.2,20.4,1011.8,
2021-01-02,1.3,-0.8,2.5,0.1,,338.2,11.2,24.1,1016.2,
2021-01-03,1.3,-0.7,3.0,0.3,,17.7,13.7,29.6,1017.7,
2021-01-04,1.9,0.9,2.8,2.6,,24.3,20.4,38.9,1019.8,
2021-01-05,1.2,0.2,1.9,2.4,,13.6,19.2,35.2,1020.4,
2021-01-06,1.5,0.0,2.7,2.2,,8.1,13.6,29.6,1019.9,
2021-01-07,-1.2,-2.2,-0.3,0.0,,305.2,10.1,22.2,1018.7,
2021-01-08,-0.8,-2.2,1.0,0.0,,327.7,6.8,18.5,1018.8,
2021-01-09,-0.5,-1.5,1.4,0.0,,349.9,7.2,18.5,1026.3,
2021-01-10,0.3,-1.3,2.5,0.0,,260.1,9.1,20.4,1026.1,
2021-01-11,4.2,0.8,7.4,0.7,,248.1,20.1,40.8,1018.0,
2021-01-12,5.6,0.6,8.6,5.0,,304.3,15.7,44.5,1014.0,
2021-01-13,3.9,0.2,6.8,4.1,,260.8,8.8,20.4,1018.7,
2021-01-14,4.3,0.7,6.8,20.5,,86.1,13.9,33.3,1017.0,
2021-01-15,0.6,-0.7,2.4,0.0,,18.2,8.3,24.1,1029.8,
2021-01-16,3.7,1.1,6.3,6.7,,218.2,16.4,35.2,1020.1,
2021-01-17,3.8,2.6,5.6,0.0,,290.1,15.6,33.3,1023.4,
